migration_status	genomic_migration	genomic_Ne	scenario	model	simulation_id	batch	row_in_batch	N1	N2	Na	founders1	founders2	Tdem1	Tdem2	shape_N_a	shape_N_b	Tsplit	Tam	Tsc	M12	nBarriersM12	M21	nBarriersM21
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000275	0	275	0.72227	1.3975	0.76143	0.90116	0.49999	0.36724	0.36317	1.29776	4.30439	0.41876	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000276	0	276	0.41687	1.20187	1.10814	0.43405	0.38148	0.10991	0.00182	3.28851	4.01443	0.12162	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000277	0	277	0.2162	1.39517	0.98692	0.66071	0.52325	0.00782	0.1094	1.1617	2.96382	0.33511	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000278	0	278	1.30079	1.09981	0.17097	0.44593	0.22778	0.01144	3.9e-4	1.42132	2.04089	0.17901	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000279	0	279	0.00154	0.87638	1.95179	0.08923	0.6929	0.4547	0.23391	4.74042	4.65655	0.64824	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000280	0	280	0.82114	1.33143	1.64265	0.6091	0.17494	0.60593	0.24765	1.8092	3.56739	0.61874	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000281	0	281	0.2395	0.23324	0.87423	0.19241	0.96094	0.3606	0.10468	4.02339	3.06245	0.64979	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000282	0	282	0.99258	1.24013	1.93029	0.5902	0.5903	0.06323	0.01026	1.74488	1.79239	0.06411	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000283	0	283	1.68058	1.52143	1.73661	0.95148	0.07745	0.33562	0.16383	2.35868	1.31375	0.87046	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000284	0	284	0.82474	1.14146	1.3393	0.3619	0.61739	0.42448	0.44659	2.40336	0.33953	0.51114	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000285	0	285	1.64316	0.28423	0.67849	0.51146	0.47643	0.22821	0.38301	2.10456	0.41091	0.65524	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000286	0	286	1.97445	1.02803	0.03139	0.97648	0.17671	0.20174	0.58716	3.60984	2.49435	0.7644	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000287	0	287	0.92008	1.40564	0.15351	0.52054	0.09974	0.00156	0.00138	3.10944	1.82927	0.00317	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000288	0	288	0.46196	0.04165	0.69099	0.28197	0.21472	0.47621	0.25657	0.68299	2.1177	0.83063	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000289	0	289	0.42099	1.23993	1.72819	0.98243	0.31796	0.02435	0.19025	1.06694	1.08119	0.52404	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000290	0	290	0.44084	1.52145	1.057	0.74502	0.25648	0.03437	0.11663	3.06158	4.86079	0.2819	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000291	0	291	1.94373	1.97582	1.27987	0.94549	0.57239	0.00273	0.00682	4.13646	2.91124	0.05279	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000292	0	292	0.05539	0.52431	0.18519	0.80095	0.46817	0.19386	0.16441	0.76095	2.72928	0.45313	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000293	0	293	1.1001	0.49688	1.3451	0.48145	0.78173	0.06309	0.23487	0.36728	1.00903	0.47743	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000294	0	294	0.0592	0.56339	1.65214	0.41096	0.09435	0.0071	0.00716	0.16277	3.38692	0.05032	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000295	0	295	1.7429	0.01973	1.65911	0.82641	0.27442	0.07031	0.51895	2.93534	1.29234	0.72106	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000296	0	296	1.51842	0.87621	1.86609	0.0627	0.7186	0.30744	0.11438	2.71354	4.08445	0.34102	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000297	0	297	1.97306	1.57674	0.86155	0.7237	0.17488	0.43249	0.70018	1.1272200000000001	1.50318	0.7787	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000298	0	298	0.20905	1.45197	0.45565	0.44146	0.03122	0.00695	0.06346	1.26781	3.84284	0.28875	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000299	0	299	0.96394	1.39688	1.37924	0.1377	0.27469	0.393	0.28783	3.54803	2.60136	0.77196	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000300	0	300	1.23959	0.48124	1.8642	0.72587	0.6796	0.52064	0.42378	1.37399	4.79076	0.56504	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000301	0	301	1.68095	0.80344	1.21328	0.3875	0.69181	0.04028	0.00927	4.73419	1.17738	0.06032	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000302	0	302	1.94233	0.01012	0.78029	0.90683	0.46881	0.16562	0.46702	1.80523	0.49595	0.52948	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000303	0	303	0.93055	0.54343	1.17113	0.92855	0.68513	0.07059	0.03301	0.68795	4.4357	0.16901	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000304	0	304	0.11951	0.69489	0.23135	0.8871	0.56379	0.54143	0.10018	2.06864	4.06862	0.71246	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000305	0	305	1.05127	1.24447	0.42181	0.51426	0.52354	0.2634	0.25135	2.91255	4.85923	0.43576	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000306	0	306	1.88845	1.44946	0.96644	0.48214	0.18069	0.24406	0.17763	1.72275	2.86429	0.71234	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000307	0	307	0.70857	0.51439	0.839	0.14171	0.1743	0.36468	0.54742	0.08301	1.00095	0.74626	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000308	0	308	0.06265	1.72912	0.89428	0.35802	0.76681	0.42178	0.06997	3.53833	0.54245	0.48886	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000309	0	309	0.1858	0.40002	1.04018	0.53231	0.31437	0.56183	0.62633	4.61208	4.91885	0.73853	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000310	0	310	0.62961	1.46676	1.97545	0.08033	0.04182	0.02411	0.09542	0.07663	1.83528	0.17533	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000311	0	311	0.45793	1.39153	0.1736	0.29047	0.43536	0.06324	0.0242	1.16447	4.69571	0.13028	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000312	0	312	0.83511	1.77017	1.92932	0.24937	0.35042	0.06561	0.18576	3.72265	1.70881	0.20955	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000313	0	313	1.10546	1.64235	1.36032	0.36295	0.49321	0.15524	0.40581	2.25178	4.54586	0.62415	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000314	0	314	0.19703	0.42363	1.55475	0.18342	0.46866	0.45975	0.23202	3.47432	2.51317	0.86348	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000315	0	315	0.08523	0.39025	1.05049	0.78552	0.44446	0.16522	0.06328	2.3467	1.63549	0.18333	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000316	0	316	1.79738	1.83126	1.93973	0.15764	0.5432	0.00994	0.10658	4.3706	2.24832	0.12227	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000317	0	317	1.36239	0.91937	1.48351	0.66898	0.02048	0.56082	0.71635	2.09981	0.61082	0.75245	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000318	0	318	0.48875	0.83143	0.44405	0.53651	0.08806	0.39125	0.03267	2.17671	0.62426	0.56893	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000319	0	319	1.68277	1.00509	1.63463	0.55441	0.97309	0.20222	0.27519	1.01564	3.7449	0.37637	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000320	0	320	0.56109	1.64748	0.41003	0.22447	0.62313	0.50622	0.33893	0.71139	4.5173	0.54148	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000321	0	321	1.76107	0.54689	1.82615	0.67085	0.90905	0.0195	0.02937	1.43388	0.12173	0.05732	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000322	0	322	0.87387	1.84142	1.42094	0.78756	0.73865	0.39056	0.57069	3.50255	0.66389	0.65412	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000323	0	323	1.74268	1.28044	0.61661	0.73123	0.31798	0.01907	0.00138	1.45366	0.7857	0.04353	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000324	0	324	1.77745	0.06303	1.59643	0.47617	0.45961	0.50375	0.33881	4.72175	2.69806	0.57436	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000325	0	325	1.52177	0.74533	1.45975	0.92277	0.94076	0.14364	0.06112	1.7431	3.118	0.52791	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000326	0	326	1.69616	1.15576	1.74575	0.81297	0.7578	0.44791	0.27623	3.46578	3.42041	0.85768	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000327	0	327	1.37434	1.50134	0.17246	0.96228	0.11576	0.19671	0.19945	3.30727	3.56967	0.20224	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000328	0	328	1.38657	0.73265	1.5943	0.9562	0.05128	0.13128	0.66222	1.1149	1.34105	0.80974	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000329	0	329	0.72761	1.18054	1.76347	0.49481	0.79463	0.02141	0.34255	4.55558	4.51864	0.7689	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000330	0	330	0.31002999999999997	1.0917	0.46525	0.7793	0.25165	0.63759	0.35057	2.41348	3.28539	0.64376	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000331	0	331	1.18818	1.3118	1.1e-4	0.85995	0.99729	0.3452	0.08515	3.50851	2.65425	0.45771	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000332	0	332	0.93967	0.13515	1.9925	0.21653	0.7945	0.10381	0.01243	1.59631	1.1231	0.2294	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000333	0	333	1.37528	1.17535	0.44709	0.20592	0.50724	0.06309	0.09161	4.89158	2.91316	0.14221	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000334	0	334	0.3123	0.36115	1.52467	0.22295	0.64735	0.13129	0.20624	2.89994	1.11795	0.80427	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000335	0	335	0.52747	0.72565	0.61489	0.52953	0.7399	0.23186	0.06831	2.94889	3.80843	0.35306	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000336	0	336	1.12148	1.63299	0.57956	0.7224	0.53075	0.12299	0.28001	0.19649	2.58475	0.35679	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000337	0	337	1.7455	1.50217	0.50293	0.15086	0.06998	0.07359	0.22094	4.32859	4.30679	0.2906	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000338	0	338	0.63307	0.8265	1.03473	0.02868	0.84862	0.01892	0.05802	3.72353	1.26594	0.21526	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000339	0	339	0.73012	0.54315	1.63161	0.48051	0.6981	0.63355	0.47636	3.36676	3.23387	0.66642	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000340	0	340	1.14988	0.57624	0.75274	0.76563	0.91455	0.04667	0.08102	3.91758	0.25192	0.44244	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000341	0	341	0.20865	0.0984	0.09176	0.53346	0.18296	0.0409	0.06589	0.98093	3.22722	0.21203	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000342	0	342	0.41391	0.19418	0.53079	0.12468	0.22788	0.02092	0.06471	1.62159	4.66565	0.16241	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000343	0	343	1.48432	1.33311	0.08172	0.08915	0.81847	0.18315	0.18948	4.99273	4.29545	0.42641	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000344	0	344	0.92301	1.4079	0.97747	0.73016	0.4816	0.46412	0.6101	0.05301	4.15757	0.86077	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000345	0	345	1.83359	0.4929	0.8158	0.8409	0.95219	0.24255	0.048280000000000003	3.46362	1.51937	0.33668	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000346	0	346	1.72761	1.16757	1.1136	0.13189	0.61742	0.10919	0.31525	4.85993	3.38637	0.43594	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000347	0	347	1.31038	0.97783	1.41477	0.24788	0.55086	0.05679	0.03514	1.17243	3.672	0.10729	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000348	0	348	1.17133	0.98937	1.20796	0.27783	0.59822	0.21425	0.52572	2.12948	1.21517	0.86929	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000349	0	349	1.98719	0.23893	0.55644	0.11504	0.41023	0.47134	0.10648	2.21084	2.19785	0.56387	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000350	0	350	1.51976	1.80412	1.87537	0.13584	0.31263	0.07698	0.22697	4.88619	2.07068	0.32601	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000351	0	351	1.50459	1.01499	1.52325	0.23722	0.18934	0.37618	0.23291	3.89543	0.71185	0.44276	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000352	0	352	1.10905	0.2926	1.36204	0.8193	0.81549	0.00845	0.15693	3.96694	4.37538	0.8039	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000353	0	353	1.62355	0.819	1.30273	0.58522	0.80835	0.20908	0.03378	1.63899	3.81674	0.62982	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000354	0	354	1.45101	1.83465	0.40361	0.41919	0.99356	0.62393	0.32517	4.46217	1.60811	0.72555	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000355	0	355	1.49828	1.18912	0.24655	0.22487	0.9274	0.00733	0.04967	4.0446	0.11315	0.05631	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000356	0	356	1.21922	0.74011	0.35526	0.66572	0.57206	1.7e-4	0.00321	3.47969	2.44817	0.00894	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000357	0	357	0.80093	0.66433	0.53311	0.55062	0.88388	0.08859	0.17005	2.35135	1.90317	0.22303	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000358	0	358	0.78824	1.75955	1.73646	0.32793	0.18232	0.09987	0.03515	3.73208	0.30075	0.09992	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000359	0	359	0.25226	1.3085	1.89388	0.60253	0.3541	0.1325	0.0352	3.0498	2.82682	0.71893	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000360	0	360	0.38531	0.11332	0.76057	0.47055	0.74995	0.18043	0.10126	2.72626	2.1326	0.24865	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000361	0	361	1.94875	0.16739	0.4394	0.59777	0.90624	0.19507	0.28361	0.85962	0.76382	0.44838	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000362	0	362	1.95371	1.15426	0.10112	0.98844	0.30282	0.19863	0.34052	4.34081	0.20261	0.38951	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000363	0	363	1.26395	0.21324	0.51647	0.57402	0.52515	0.49562	0.15764	2.9024	3.9814600000000002	0.71279	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000364	0	364	1.29151	1.02213	1.73574	0.118	0.42542	0.0723	0.12338	0.76441	2.0029	0.34735	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000365	0	365	0.40566	1.70123	1.7142	0.28893	0.25871	0.07718	0.04385	3.87719	1.64309	0.22263	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000366	0	366	0.09813	1.84326	0.98422	0.31165	0.69024	0.47026	0.28454	2.40618	4.61105	0.58286	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000367	0	367	1.04403	1.22906	1.43269	0.84423	0.01653	0.01338	0.181	2.78886	1.72581	0.2909	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000368	0	368	1.61204	0.99817	1.35599	0.08285	0.65432	0.17777	0.56563	4.08163	4.02134	0.59986	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000369	0	369	1.15674	1.43856	0.83311	0.31455	0.06449	0.00815	0.03775	1.77429	3.71833	0.08527	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000370	0	370	1.18049	1.25058	0.8842	0.28127	0.93987	0.0088	0.37091	2.98275	1.32978	0.41937	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000371	0	371	0.54057	0.77485	0.90082	0.10366	0.31947	0.08144	0.1259	1.45602	1.85057	0.3105	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000372	0	372	1.67601	1.01278	1.20202	0.306	0.44789	0.11815	0.13948	1.71211	4.52551	0.24929	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000373	0	373	0.2789	1.56415	1.87165	0.80525	0.12132	0.55691	0.484	0.33458	1.53116	0.68401	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000374	0	374	1.1676	1.14294	1.5237	0.98327	0.26534	0.19791	0.09421	1.81632	1.76814	0.36947	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000375	0	375	1.03648	1.65723	0.33193	0.19006	0.59324	0.05425	0.14338	1.83975	0.97092	0.579	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000376	0	376	0.05724	0.10537	1.26486	0.75836	0.43683	0.29958	0.2159	1.80858	3.33014	0.33213	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000377	0	377	0.34398	0.02277	0.73911	0.15049	0.31497000000000003	0.48152	0.03513	2.16137	1.68808	0.52665	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000378	0	378	1.92591	1.44121	0.90774	0.68675	0.29592	0.13972	0.04148	0.65855	0.72427	0.20176	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000379	0	379	1.49363	1.13182	0.15197	0.98161	0.12944	0.4673	0.66713	4.95052	2.43079	0.67001	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000380	0	380	1.58798	0.54221	0.42912	0.16902	0.44642	0.0655	2.3e-4	4.22172	3.32188	0.07383	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000381	0	381	1.14368	1.97757	1.97669	0.68243	0.55062	0.50706	0.24682	4.49942	3.66941	0.72857	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000382	0	382	0.7586	1.92456	1.46662	0.73002	0.05886	0.11133	0.17095	3.06464	0.92023	0.4651	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000383	0	383	1.55314	1.66954	0.25623	0.51494	0.98291	0.13386	0.0014	1.39552	2.12258	0.39404	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000384	0	384	0.85492	1.65466	0.44879	0.26248	0.75135	0.13516	0.11881	1.44674	4.74176	0.14775	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000385	0	385	1.10182	1.54583	0.19666	0.93681	0.97547	0.02734	0.08177	1.3807	2.34314	0.34539	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000386	0	386	0.82446	1.26027	1.2443	0.59321	0.84027	0.77199	0.42918	0.19602	0.42313	0.79465	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000387	0	387	1.81728	1.67876	1.7043	0.97311	0.69308	0.23085	0.11268	3.0759	0.62761	0.24669	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000388	0	388	1.78226	1.10046	1.6439	0.60564	0.99541	0.81577	0.04685	0.67816	0.97722	0.82354	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000389	0	389	0.75206	0.35913	1.41992	0.08196	0.53557	0.53524	0.03496	4.99658	3.68139	0.60193	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000390	0	390	0.21611	0.21715	0.01734	0.18357	0.45555	0.19505	0.04707	3.00466	4.79222	0.4851	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000391	0	391	1.19309	1.39131	1.62776	0.42574	0.72028	0.40303	0.48247	2.9139	4.82912	0.69396	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000392	0	392	1.05231	1.61092	1.13025	0.73882	0.23927	0.04626	0.06117	4.29226	4.94662	0.07317	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000393	0	393	1.93409	1.76772	1.9248	0.59177	0.60853	0.58174	0.62697	0.35707	3.55622	0.75051	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000394	0	394	1.66253	1.71399	0.18144	0.52481	0.16565	0.07582	0.16372	0.40512	1.8912	0.19151	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000395	0	395	0.43169	1.54479	1.77987	0.19248	0.41612	0.3122	0.42828	4.39462	3.3984	0.5518	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000396	0	396	1.68581	1.1614	0.58813	0.22619	0.93508	0.16112	0.12787	0.13241	0.1689	0.18589	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000397	0	397	0.05107	1.98326	0.31792	0.50185	0.4253	0.1211	0.22907	2.89023	1.01553	0.2404	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000398	0	398	0.93292	1.26846	1.85438	0.3766	0.72893	0.11133	0.01646	1.0065	1.80455	0.24084	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000399	0	399	1.55616	1.7533	1.95705	0.90439	0.88427	0.04083	0.6064	0.80227	2.51625	0.78302	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000400	0	400	0.08243	1.32343	0.78638	0.82884	0.91571	0.05732	0.01832	3.3044	2.78854	0.13636	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000401	0	401	1.61894	0.51739	0.0101	0.32455	0.24187	0.59954	0.66928	4.92812	4.58991	0.70645	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000402	0	402	1.34885	0.17826	1.77416	0.79048	0.85627	0.30191	0.09579	2.12743	3.78873	0.37197	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000403	0	403	0.48644	1.75906	0.55009	0.16365	0.45128	0.4067	0.29615	2.33736	0.48072	0.77691	NA	NA	NA	NA	NA	NA
isolation	NA	heterogeneous	SI	SI_2N	SI_2N_00_000404	0	404	0.29298	0.91317	0.08263	0.54975	0.63994	0.33535	0.43495	4.92403	0.37574	0.60177	NA	NA	NA	NA	NA	NA
